nivel_entidad,nombre_de_la_entidad,nit_de_la_entidad,estado_del_proceso,modalidad_de_contrataci_n,objeto_a_contratar,tipo_de_contrato,fecha_de_firma_del_contrato,numero_del_contrato,numero_de_proceso,valor_contrato,nom_raz_social_contratista,url_contrato
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,FINANCIAR A LA UNIVERSIDAD EN LA MODALIDAD DE RECUPERACION CONTIGENTE LOS COSTOS QUE DEMANDA AL FORTALECIMIENTO DE LOS PROGRAMAS DE DOCTORADO BENEFICIARIOS DE LA CONVOCATORIA,OTRO TIPO DE CONTRATO,2003-12-23T00:00:00.000,5632003,13-12-1651022,433933062,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1651022
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,FINANCIAR A LA UNIVERSIDAD EN LA MODALIDAD DE RECUPERACION CONTIGENTE LOS COSTOS QUE DEMANDA AL FORTALECIMIENTO DE LOS PROGRAMAS DE DOCTORADO BENEFICIARIOS DE LA CONVOCATORIA,OTRO TIPO DE CONTRATO,2003-12-23T00:00:00.000,5632003,13-12-1651022,433933062,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1651022
NACIONAL,ECOPETROL  EMPRESA COLOMBIANA DE PETROLEOS,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,DESARROLLAR EL PROGRAMA DE FORMACION Y VALORACION EN HABILIDADES DE NEGOCIACION Y SERVICIO AL CLIENTE BAJO MEDIANTE EL ABE 7600475,PRESTACION DE SERVICIOS,2017-09-28T00:00:00.000,1348329,19-4-10039665,94299204,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10039665
NACIONAL,ECOPETROL  EMPRESA COLOMBIANA DE PETROLEOS,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,DESARROLLAR EL PROGRAMA DE FORMACION Y VALORACION EN HABILIDADES DE NEGOCIACION Y SERVICIO AL CLIENTE BAJO MEDIANTE EL ABE 7600475,PRESTACION DE SERVICIOS,2017-09-28T00:00:00.000,1348329,19-4-10039665,94299204,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10039665
No Definido,INSTITUTO DISTRITAL DE LAS ARTES,900413030,En ejecuci�n,Contrataci�n directa,El arrendador entrega a t�tulo de arrendamiento al arrendatario y este recibe el uso y el goce del Teatro Al Aire Libre La Media Torta para realizar el evento CELEBRACI�N D�A DEL ESTUDIANTE que se llevar� a cabo el d�a 19 de noviembre de 2021,Arrendamiento de inmuebles,2021-11-08T00:00:00.000,CO1.PCCNTR.2981209,CO1.BDOS.2340330,0,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2351296&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,INSTITUTO DISTRITAL DE LAS ARTES,900413030,En ejecuci�n,Contrataci�n directa,El arrendador entrega a t�tulo de arrendamiento al arrendatario y este recibe el uso y el goce del Teatro Al Aire Libre La Media Torta para realizar el evento CELEBRACI�N D�A DEL ESTUDIANTE que se llevar� a cabo el d�a 19 de noviembre de 2021,Arrendamiento de inmuebles,2021-11-08T00:00:00.000,CO1.PCCNTR.2981209,CO1.BDOS.2340330,0,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2351296&isFromPublicArea=True&isModal=true&asPopupView=true
TERRITORIAL,BOLIVAR  CAMARA DE COMERCIO DE CARTAGENA,890480041,CELEBRADO,REGIMEN ESPECIAL,ALQUILER DE SALONOBSERVACION CONCEPTO ALQUILER DE SALON MAGISTRAL Y SERVICIOS DEALIMENTACION PARA PRESENTACION DE LA METODOLOGIA DE TRABAJO A LOSINTEGRANTES DE LAS MESAS DE LINEA ESTRATEGICAS DEL CLUSTER PETROQUIMICOPLASTICO,PRESTACION DE SERVICIOS,2019-03-27T00:00:00.000,86,19-4-9329832,1964400,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9329832
TERRITORIAL,BOLIVAR  CAMARA DE COMERCIO DE CARTAGENA,890480041,CELEBRADO,REGIMEN ESPECIAL,ALQUILER DE SALONOBSERVACION CONCEPTO ALQUILER DE SALON MAGISTRAL Y SERVICIOS DEALIMENTACION PARA PRESENTACION DE LA METODOLOGIA DE TRABAJO A LOSINTEGRANTES DE LAS MESAS DE LINEA ESTRATEGICAS DEL CLUSTER PETROQUIMICOPLASTICO,PRESTACION DE SERVICIOS,2019-03-27T00:00:00.000,86,19-4-9329832,1964400,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9329832
NACIONAL,MINISTERIO DE EDUCACION NACIONAL MEN,899999001,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS FINANCIEROS Y TECNICOS PARA DISE�AR ELMARCO CONCEPTUAL Y METODOLOGICO DE LOS COMPONENTESDEL PROYECTO DE FORTALECIMIENTO DE LA EDUCACION MEDIAY TRANSITO A LA EDUCACION TERCIARIA ASI COMO LOSLINEAMIENTOS PARA SU IMPLEMENTACION EN LOCORRESPONDIENTE A LAS AREAS DE MATEMATICAS CIENCIASNATURALES COMPETENCIAS SOCIO EMOCIONALESCOMPETENCIAS CIUDADANAS DESARROLLO PROFESIONALSITUADO ESTRATEGIA PARA LA EVALUACION Y COORDINACIONGENERAL DEL PROYECTO,OTRO TIPO DE CONTRATO,2014-09-12T00:00:00.000,0670 DE 2014,14-12-3256001,843391135,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3256001
NACIONAL,MINISTERIO DE EDUCACION NACIONAL MEN,899999001,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS FINANCIEROS Y TECNICOS PARA DISE�AR ELMARCO CONCEPTUAL Y METODOLOGICO DE LOS COMPONENTESDEL PROYECTO DE FORTALECIMIENTO DE LA EDUCACION MEDIAY TRANSITO A LA EDUCACION TERCIARIA ASI COMO LOSLINEAMIENTOS PARA SU IMPLEMENTACION EN LOCORRESPONDIENTE A LAS AREAS DE MATEMATICAS CIENCIASNATURALES COMPETENCIAS SOCIO EMOCIONALESCOMPETENCIAS CIUDADANAS DESARROLLO PROFESIONALSITUADO ESTRATEGIA PARA LA EVALUACION Y COORDINACIONGENERAL DEL PROYECTO,OTRO TIPO DE CONTRATO,2014-09-12T00:00:00.000,0670 DE 2014,14-12-3256001,843391135,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3256001
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,TERMINADO SIN LIQUIDAR,CONTRATACION DIRECTA LEY 1150 DE 2007,ESPECIALIZACION EN SEGURIDAD E LA INFORMACION PRIMER PERIODO,PRESTACION DE SERVICIOS,2011-07-14T00:00:00.000,24200ACOFACJEA2011,11-12-544421,8400000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-544421
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,TERMINADO SIN LIQUIDAR,CONTRATACION DIRECTA LEY 1150 DE 2007,ESPECIALIZACION EN SEGURIDAD E LA INFORMACION PRIMER PERIODO,PRESTACION DE SERVICIOS,2011-07-14T00:00:00.000,24200ACOFACJEA2011,11-12-544421,8400000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-544421
No Definido,UNIDAD DE PLANEACION MINERO ENERGETICO,830000282,Cerrado,Contrataci�n r�gimen especial,INSCRIBIR A DOS 2 SERVIDORAS P�BLICAS DE LA UPME EN EL V CONGRESO DE COMPRA P�BLICA XVI JORNADAS DE CONTRATACI�N ESTATAL,Otro,2018-10-31T00:00:00.000,CO1.PCCNTR.624306,CO1.BDOS.583009,3400000,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.578735&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,UNIDAD DE PLANEACION MINERO ENERGETICO,830000282,Cerrado,Contrataci�n r�gimen especial,INSCRIBIR A DOS 2 SERVIDORAS P�BLICAS DE LA UPME EN EL V CONGRESO DE COMPRA P�BLICA XVI JORNADAS DE CONTRATACI�N ESTATAL,Otro,2018-10-31T00:00:00.000,CO1.PCCNTR.624306,CO1.BDOS.583009,3400000,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.578735&isFromPublicArea=True&isModal=true&asPopupView=true
NACIONAL,INSTITUTO COLOMBIANO PARA EL FOMENTO DE LA EDUCACION SUPERIOR ICFES,860024301,CELEBRADO,REGIMEN ESPECIAL,LAS PARTES ACUERDAN AUNAR SUS ESFUERZOS Y AVANCES EN INVESTIGACION Y DESARROLLO EN TORNO A LA EVALUACION DE APRENDIZAJES EN CIENCIAS DE LOS ESTUDIANTES COLOMBIANOS,PRESTACION DE SERVICIOS,2009-02-04T00:00:00.000,27 DE 2008,09-4-160677,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=09-4-160677
NACIONAL,INSTITUTO COLOMBIANO PARA EL FOMENTO DE LA EDUCACION SUPERIOR ICFES,860024301,CELEBRADO,REGIMEN ESPECIAL,LAS PARTES ACUERDAN AUNAR SUS ESFUERZOS Y AVANCES EN INVESTIGACION Y DESARROLLO EN TORNO A LA EVALUACION DE APRENDIZAJES EN CIENCIAS DE LOS ESTUDIANTES COLOMBIANOS,PRESTACION DE SERVICIOS,2009-02-04T00:00:00.000,27 DE 2008,09-4-160677,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=09-4-160677
TERRITORIAL,BOLIVAR  CAMARA DE COMERCIO DE CARTAGENA,890480041,CELEBRADO,REGIMEN ESPECIAL,EL PRESENTE CONVENIO TIENE POR OBJETO APORTAR POR PARTDEL PATROCINADOR LA SUMA DE DINERO EQUIVALENTE A 10400600 YO LA SUMA DE PATROCINIO EN ESPECIE EQUIVALENTE A 0 DESTINADOS A PATROCINAR EL EVENTO CNGRESO RESOLUCION DE CONFLICTOS A PARTIR DE LA PRACTICA DEL OMBUDSPERSON ORGANIZADO POR LA UNVERSIDAD QUE SE REALIZARA EL 24 Y 25 DE OCTUBRE DE 2019 EN LA CIUDAD DE CARTAGENA DE INDIAS,PRESTACION DE SERVICIOS,2019-10-23T00:00:00.000,4CT19919,19-4-10069861,10400600,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10069861
TERRITORIAL,BOLIVAR  CAMARA DE COMERCIO DE CARTAGENA,890480041,CELEBRADO,REGIMEN ESPECIAL,EL PRESENTE CONVENIO TIENE POR OBJETO APORTAR POR PARTDEL PATROCINADOR LA SUMA DE DINERO EQUIVALENTE A 10400600 YO LA SUMA DE PATROCINIO EN ESPECIE EQUIVALENTE A 0 DESTINADOS A PATROCINAR EL EVENTO CNGRESO RESOLUCION DE CONFLICTOS A PARTIR DE LA PRACTICA DEL OMBUDSPERSON ORGANIZADO POR LA UNVERSIDAD QUE SE REALIZARA EL 24 Y 25 DE OCTUBRE DE 2019 EN LA CIUDAD DE CARTAGENA DE INDIAS,PRESTACION DE SERVICIOS,2019-10-23T00:00:00.000,4CT19919,19-4-10069861,10400600,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10069861
NACIONAL,MINISTERIO DEL TRABAJO MINTRABAJO,830115226,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATACION ESTATAL QUE SE LLEVARAN A CABO EN EL HOTEL LASAMERICAS EN LA CIUDAD DE CARTAGENA DE INDIAS LOS DIAS 31 DE OCTUBRE Y 1 DE NOVIEMBRE DE 2,PRESTACION DE SERVICIOS,2013-10-31T00:00:00.000,MT CPS 398 DE 2013,13-12-2057403,5610000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2057403
NACIONAL,MINISTERIO DEL TRABAJO MINTRABAJO,830115226,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATACION ESTATAL QUE SE LLEVARAN A CABO EN EL HOTEL LASAMERICAS EN LA CIUDAD DE CARTAGENA DE INDIAS LOS DIAS 31 DE OCTUBRE Y 1 DE NOVIEMBRE DE 2,PRESTACION DE SERVICIOS,2013-10-31T00:00:00.000,MT CPS 398 DE 2013,13-12-2057403,5610000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2057403
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO  EXPOSICION A ASBESTOS Y EVALUACION DE LA SALUD RESPIRATORIA DE REMACHADORES DE TALLERES DE FRENOS DE LA CIUDAD DE BOGOTA   INVESTIGADOR JUAN PABLO RAMOS BONILLA,OTRO TIPO DE CONTRATO,2013-12-23T00:00:00.000,760,14-12-2365671,525123853,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2365671
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO  EXPOSICION A ASBESTOS Y EVALUACION DE LA SALUD RESPIRATORIA DE REMACHADORES DE TALLERES DE FRENOS DE LA CIUDAD DE BOGOTA   INVESTIGADOR JUAN PABLO RAMOS BONILLA,OTRO TIPO DE CONTRATO,2013-12-23T00:00:00.000,760,14-12-2365671,525123853,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2365671
No Definido,AGENCIA NACIONAL DEL ESPECTRO,900334265,En ejecuci�n,Contrataci�n directa,Inscripci�n y participaci�n de la Agencia Nacional del EspectroANE a trav�s de la participaci�n de diferentes colaboradores en el VIII Congreso Colombiano de Contrataci�n P�blica organizado por la Universidad de los Andes,Prestaci�n de servicios,2022-10-20T00:00:00.000,CO1.PCCNTR.4121506,CO1.BDOS.3395208,12284350,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3400354&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,AGENCIA NACIONAL DEL ESPECTRO,900334265,En ejecuci�n,Contrataci�n directa,Inscripci�n y participaci�n de la Agencia Nacional del EspectroANE a trav�s de la participaci�n de diferentes colaboradores en el VIII Congreso Colombiano de Contrataci�n P�blica organizado por la Universidad de los Andes,Prestaci�n de servicios,2022-10-20T00:00:00.000,CO1.PCCNTR.4121506,CO1.BDOS.3395208,12284350,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3400354&isFromPublicArea=True&isModal=true&asPopupView=true
NACIONAL,DIRECCION GENERAL DE LA POLICIA NACIONAL PONAL,800140603,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DESARROLLO DEL PROGRAMA DE ALTA GERENCIA INTERNACIONAL,PRESTACION DE SERVICIOS,2017-04-25T00:00:00.000,4571008517,17-12-6537003,336490000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6537003
NACIONAL,DIRECCION GENERAL DE LA POLICIA NACIONAL PONAL,800140603,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DESARROLLO DEL PROGRAMA DE ALTA GERENCIA INTERNACIONAL,PRESTACION DE SERVICIOS,2017-04-25T00:00:00.000,4571008517,17-12-6537003,336490000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6537003
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADOEVALUACION IN VIVO DEL DESEMPE�O DE CONDUCTOS DE COLAGENO EN REEMPLAZO DE VENAS,OTRO TIPO DE CONTRATO,2008-12-15T00:00:00.000,459,09-4-163536,147026350,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=09-4-163536
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADOEVALUACION IN VIVO DEL DESEMPE�O DE CONDUCTOS DE COLAGENO EN REEMPLAZO DE VENAS,OTRO TIPO DE CONTRATO,2008-12-15T00:00:00.000,459,09-4-163536,147026350,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=09-4-163536
TERRITORIAL,SANTANDER  CAMARA DE COMERCIO DE BUCARAMANGA,890200110,CELEBRADO,REGIMEN ESPECIAL,INSCRIPCION DE 3 FUNCIONARIOS EN III CONGRESO DE CONTRATACION PUBLICA,PRESTACION DE SERVICIOS,2016-10-13T00:00:00.000,ORDEN DE SERVICIO 417384,16-4-5707034,3717600,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5707034
TERRITORIAL,SANTANDER  CAMARA DE COMERCIO DE BUCARAMANGA,890200110,CELEBRADO,REGIMEN ESPECIAL,INSCRIPCION DE 3 FUNCIONARIOS EN III CONGRESO DE CONTRATACION PUBLICA,PRESTACION DE SERVICIOS,2016-10-13T00:00:00.000,ORDEN DE SERVICIO 417384,16-4-5707034,3717600,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5707034
TERRITORIAL,CALDAS  UNIVERSIDAD DE CALDAS  MANIZALES,890801063,CELEBRADO,REGIMEN ESPECIAL,CONTRATAR LOS SERVICIOS TECNICOS DE ANALISIS DE METABOLOMICA NO DIRIGIDA POR RPLCMSQTOF  PARA EL PROYECTO DE INVESTIGACION ESTUDIOS GENETICOS Y FISIOLOGICOS DE LA ACTIVIDAD ANTITUMORAL DE SALES CUATERNARIAS DE AMONIO FLUORADAS Y NO FLUORADAS Y SU UTILIDAD EN CANCER DE COLON CODIGO 0221418,PRESTACION DE SERVICIOS,2022-06-01T00:00:00.000,ODS 502,22-4-13048732,9999990,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13048732
TERRITORIAL,CALDAS  UNIVERSIDAD DE CALDAS  MANIZALES,890801063,CELEBRADO,REGIMEN ESPECIAL,CONTRATAR LOS SERVICIOS TECNICOS DE ANALISIS DE METABOLOMICA NO DIRIGIDA POR RPLCMSQTOF  PARA EL PROYECTO DE INVESTIGACION ESTUDIOS GENETICOS Y FISIOLOGICOS DE LA ACTIVIDAD ANTITUMORAL DE SALES CUATERNARIAS DE AMONIO FLUORADAS Y NO FLUORADAS Y SU UTILIDAD EN CANCER DE COLON CODIGO 0221418,PRESTACION DE SERVICIOS,2022-06-01T00:00:00.000,ODS 502,22-4-13048732,9999990,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13048732
TERRITORIAL,BOGOTA DC  IED EL JAPON,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,SUMINISTRO DE ELEMNTOS Y COMPONENTES PROYECTO PEQUE�OS CIENTIFICOS  JORNADA MA�ANA,SUMINISTRO,2014-09-15T00:00:00.000,31,14-4-3031815,1045000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3031815
TERRITORIAL,BOGOTA DC  IED EL JAPON,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,SUMINISTRO DE ELEMNTOS Y COMPONENTES PROYECTO PEQUE�OS CIENTIFICOS  JORNADA MA�ANA,SUMINISTRO,2014-09-15T00:00:00.000,31,14-4-3031815,1045000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3031815
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATAR EN NOMBRE DE LA  NACION  MINISTERIO DE DEFENSA NACIONAL  FUERZA AEREA COLOMBIANA PROGRAMA DE ALTO GOBIERNO PARA DOS 02 FUNCIONARIOS DE LA FUERZA AEREA COLOMBIANA,PRESTACION DE SERVICIOS,2012-03-16T00:00:00.000,03600ACOFACJEA2012,12-12-848209,17500000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-848209
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATAR EN NOMBRE DE LA  NACION  MINISTERIO DE DEFENSA NACIONAL  FUERZA AEREA COLOMBIANA PROGRAMA DE ALTO GOBIERNO PARA DOS 02 FUNCIONARIOS DE LA FUERZA AEREA COLOMBIANA,PRESTACION DE SERVICIOS,2012-03-16T00:00:00.000,03600ACOFACJEA2012,12-12-848209,17500000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-848209
NACIONAL,FONDO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,800131648,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,INSCRIBIR ACOMPA�AR ORIENTAR Y CAPACITAR  A UN GRUPO DE LIDERES DE TECNOLOGIAS DE LA INFORMACION DEL SECTOR PUBLICO COLOMBIANO EN LA ADOPCION E IMPLEMENTACION DE BUENAS PRACTICAS PARA  LA GESTION DE TECNOLOGIAS DE LA ENTIDADES DEL ESTADO Y EN LOS DIFERENTES SECTORES EN EL MARCO DEL IASA WORLD SUMMIT 2013,PRESTACION DE SERVICIOS,2013-09-11T00:00:00.000,6882013,13-12-2107632,106000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2107632
NACIONAL,FONDO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,800131648,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,INSCRIBIR ACOMPA�AR ORIENTAR Y CAPACITAR  A UN GRUPO DE LIDERES DE TECNOLOGIAS DE LA INFORMACION DEL SECTOR PUBLICO COLOMBIANO EN LA ADOPCION E IMPLEMENTACION DE BUENAS PRACTICAS PARA  LA GESTION DE TECNOLOGIAS DE LA ENTIDADES DEL ESTADO Y EN LOS DIFERENTES SECTORES EN EL MARCO DEL IASA WORLD SUMMIT 2013,PRESTACION DE SERVICIOS,2013-09-11T00:00:00.000,6882013,13-12-2107632,106000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2107632
TERRITORIAL,BOGOTA DC  IDEP,830007738,TERMINADO SIN LIQUIDAR,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES PARA ADELANTAR LAS ACTIVIDADES DE INVESTIGACION Y ANALISIS REQUERIDAS PARA LLEVAR A CABO EL ESTUDIO CARACTERISTICAS INDIVIDUALES E INSTITUCIONALES QUE PROMUEVEN LA INVESTIGACION Y LA INNOVACION EDUCATIVA EN EL DISTRITO CAPITAL,PRESTACION DE SERVICIOS,2019-03-29T00:00:00.000,055 de 2019,19-12-9230834,217910449,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9230834
TERRITORIAL,BOGOTA DC  IDEP,830007738,TERMINADO SIN LIQUIDAR,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES PARA ADELANTAR LAS ACTIVIDADES DE INVESTIGACION Y ANALISIS REQUERIDAS PARA LLEVAR A CABO EL ESTUDIO CARACTERISTICAS INDIVIDUALES E INSTITUCIONALES QUE PROMUEVEN LA INVESTIGACION Y LA INNOVACION EDUCATIVA EN EL DISTRITO CAPITAL,PRESTACION DE SERVICIOS,2019-03-29T00:00:00.000,055 de 2019,19-12-9230834,217910449,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9230834
NACIONAL,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,860511071,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES PARA LLEVAR A CABO EL TALLER DE DESARROLLO DE HABILIDADES GERENCIALES PARA LOS FUNCIONARIOS DEL MINISTERIO DE RELACIONES EXTERIORES,PRESTACION DE SERVICIOS,2015-11-18T00:00:00.000,2482015,15-12-4411403,77500000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4411403
NACIONAL,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,860511071,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES PARA LLEVAR A CABO EL TALLER DE DESARROLLO DE HABILIDADES GERENCIALES PARA LOS FUNCIONARIOS DEL MINISTERIO DE RELACIONES EXTERIORES,PRESTACION DE SERVICIOS,2015-11-18T00:00:00.000,2482015,15-12-4411403,77500000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4411403
